"player_name","player_url","season_injured","injury","injured_since","injured_until","duration","games_missed","club"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","17/18","Hamstring strain",2017-07-24,2017-08-24,"31 days","2","France"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","16/17","Knee injury",2017-06-14,2017-07-19,"35 days",NA,"Manchester City"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","16/17","Muscle injury",2016-11-21,2016-12-06,"15 days","4","AS Monaco"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","16/17","Muscle injury",2016-09-08,2016-09-22,"14 days","4","AS Monaco"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","15/16","Hamstring injury",2016-03-14,2016-04-07,"24 days","4","Olympique Marseille"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","15/16","Cruciate ligament injury",2016-01-04,2016-02-25,"52 days","13","France"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","17/18","Knock",2018-05-10,2018-05-15,"5 days","1","Olympique Marseille"
"
                                    
                        #20                    
                                João Cancelo            ","https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712","23/24","heart problems",2024-03-16,2024-03-24,"8 days","2","FC Barcelona"
"
                                    
                        #20                    
                                João Cancelo            ","https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712","23/24","Knee injury",2024-01-05,2024-01-23,"18 days","5","Portugal"
"
                                    
                        #20                    
                                João Cancelo            ","https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712","20/21","Corona virus",2021-06-12,2021-07-15,"33 days","4","FC Barcelona"
